WKT,Facility_ID_Hazus,Facility_Name,Address,City,Zip_Code,Contact_Person,Phone_Number,Replacement_Cost_Thousands,Comment,GlobalID,Shape_X,Shape_Y
"POINT (509277.8305 4474108.6012)",IN000196,Lafayette Police Detective Div,20 N 6th St,Lafayette,47901-1412, , ,1442, ,{D9437F6F-6D2E-43EF-B385-F4B78783EDC7},509277.8305,4474108.6012
"POINT (643561.1614 4352491.4445)",CO755997,New Point Marshalls office,E CR 195 S,New Point,47263, , ,1442,CountyApproved,{EA3C787C-C728-4765-B255-F5302D2AA116},643561.1614,4352491.4445
"POINT (540674.4275 4401276.7543)",IN000198,Danville Police Dept,20 S Jefferson St,Danville,46122-1702, , ,1442, ,{7CE07448-43B2-464B-9954-F0B9449CE687},540674.4275,4401276.7543
"POINT (564791.294 4340164.9417)",IN000199,Nashville Town Marshall,200 Commercial Dr,Nashville,47448-0000, , ,1442, ,{A181301F-4E95-4554-901C-B2F9449FC153},564791.294,4340164.9417
"POINT (672687.4582 4495461.6136)",IN000200,Geneva Police Dept,200 E Line St,Geneva,46740-8807, , ,1442, ,{1F7485E1-518B-460F-BFD0-8093D63E8D4A},672687.4582,4495461.6136
"POINT (655865.1618 4579418.3081)",IN000205,Garrett City Police Dept,200 N Cowen St,Garrett,46738-1151, , ,1442, ,{09F4C0FD-DF85-49D2-9BF9-607A49845B2D},655865.1618,4579418.3081
"POINT (668141.6696 4290386.6083)",CO740183,Police Dept Of Vevay,210 Ferry St,Vevay,47043-1102, , ,1442,CountyApproved,{E6F5FF26-CCDF-4796-B720-912AE5E0B856},668141.6696,4290386.6083
"POINT (688607.0762 4301119.7352)",CO740185,Switzerland County Sheriff Satellite Ofc,2595 Main Street,Patriot,47038, , ,1442,CountyApproved,{EC2E5750-B7C7-49B8-8FB4-F3D3539D1BB4},688607.0762,4301119.7352
"POINT (527685.9515 4492897.7253)",IN000211,Delphi Police Dept,201 S Union St,Delphi,46923-1531, , ,1442, ,{9C498350-F33A-49D6-A138-831963CC9959},527685.9515,4492897.7253
"POINT (541347.1296 4459127.4065)",IN000213,Frankfort Police Dept,201 W Washington St,Frankfort,46041-1859, , ,1442, ,{7752A332-1037-4473-A27A-5AEC8828752A},541347.1296,4459127.4065
"POINT (666524.0532 4611258.2247)",IN000216,Angola Police Dept,202 W Gilmore St,Angola,46703-1414, , ,1442, ,{F7796B32-F89C-41DA-9A2D-866598CE2A7C},666524.0532,4611258.2247
"POINT (654503.9806 4511490.1902)",IN000219,Bluffton Police Dept,204 E Market St,Bluffton,46714-2197, , ,1442, ,{9B59B075-345A-47EF-A9BB-837A2625ABB8},654503.9806,4511490.1902
"POINT (612713.7624 4457642.271)",IN000220,Alexandria Police Dept,204 S Harrison St,Alexandria,46001-2422, , ,1442, ,{2771DC4B-91D7-4BD4-8DC2-2C405C75BCBC},612713.7624,4457642.271
"POINT (581567.0562 4543541.1132)",IN000221,Akron Police Dept,204 W Rochester St,Akron,46910-0000, , ,1442, ,{759E79DD-064A-43FC-9217-591C8BECCDF2},581567.0562,4543541.1132
"POINT (466341.7191 4358240.7129)",CO795582,Indiana State Police Post,7751 S US 41,Terre Haute,47802, , ,1442,County Approved,{400ECDDC-ED13-44D3-B765-FB28DBE2A898},466341.7191,4358240.7129
"POINT (464342.17 4368675.2705)",CO795579,Vigo County Sheriff's Dept,201 Cherry St,Terre Haute,47807-2940, , ,1442,County Approved,{5BC58676-0416-4EE0-A63F-D8264226D961},464342.17,4368675.2705
"POINT (465686.8668 4368714.706)",CO795578,Terre Haute Police Dept,1211 E Wabash Ave,Terre Haute,47807-3437, , ,1442,County Approved,{44ECF4B4-9F64-4BBF-8701-F48952FF90B8},465686.8668,4368714.706
"POINT (506633.1257 4474466.5396)",IN000224,Police Dept,205 S Intermural Dr,West Lafayette,47907-1677, , ,1442, ,{DF6062C3-E4F9-4100-B8ED-003541972728},506633.1257,4474466.5396
"POINT (546443.2182 4267643.0649)",CO659989,Orange County Sheriff,205 E Main St,Paoli,47454-1554, ,812-723-2417,1442, ,{4FF9AD7A-D6E8-4BCC-AFBD-6F95FCD30A16},546443.2182,4267643.0649
"POINT (679268.6907 4538133.6794)",IN000225,Monroeville Police Dept,205 W South St,Monroeville,46773-0000, , ,1442, ,{D3F5120C-DE53-4EBB-AD52-2ACA31BFE696},679268.6907,4538133.6794
"POINT (619948.8232 4441277.4613)",IN000227,Chesterfield Police Dept,207 E Main St,Chesterfield,46017-1336, , ,1442, ,{076EBD5C-DB56-409B-BE66-557C77B75F7E},619948.8232,4441277.4613
"POINT (583419.5467 4447729.7652)",IN000229,Arcadia Police Dept,208 W Main St,Arcadia,46030-0000, , ,1442, ,{04BB7215-EF7C-457A-BEED-1B4BF2830158},583419.5467,4447729.7652
"POINT (572475.9144 4403689.0107)",IN000230,Indianapolis Police Dept,209 E Saint Joseph St,Indianapolis,46202-3310, , ,1442, ,{065FDCB3-54A1-4DBB-AF8A-FF294A77D3D0},572475.9144,4403689.0107
"POINT (461340.1218 4368528.7317)",CO795580,West Terre Haute Police Dept,500 W National Ave,West Terre Haute,47885-1302, , ,1442,County Approved,{C13FB0CA-74A2-4A87-ADFB-FE3407E3599E},461340.1218,4368528.7317
"POINT (477022.0185 4371404.082)",CO795581,SEELYVILLE MARSHAL DEPT,PO BOX 249,SEELYVILLE,47878, , ,1442,County Approved,{18CFA234-AD99-4BBA-99C7-2AB993921A3B},477022.0185,4371404.082
"POINT (460791.1976 4223732.1163)",CO743045,Elberfeld Town Marshall,175 W Sycamore St,Elberfeld,47613, , ,1442,CountyApproved,{71D6B586-C831-4892-BD11-5922344E5E74},460791.1976,4223732.1163
"POINT (464443.9147 4200270.3257)",CO743043,Newburgh Town Police Dept,527 State St,Newburgh,47630-1230, , ,1442,CountyApproved,{15889E5B-4B7F-48EA-8EA8-791E94088671},464443.9147,4200270.3257
"POINT (632921.557 4583811.4915)",IN000235,Noble County Sheriff Office,210 S 7th St,Albion,46701-1413, , ,1442, ,{31F18CE4-BAB6-40E2-85AD-2BCBE6ED18C3},632921.557,4583811.4915
"POINT (662710.3008 4581241.5284)",IN000236,Auburn Police Dept,210 S Cedar St,Auburn,46706-2302, , ,1442, ,{5DE048ED-0784-472A-9B9C-78DBE86E09D8},662710.3008,4581241.5284
"POINT (528311.0359 4449334.9471)",IN000239,Colfax Town Marshall,210 W Main,Colfax,46035-0000, , ,1442, ,{610D3348-F948-418C-BD83-A7A52FDB9BE4},528311.0359,4449334.9471
"POINT (639573.5677 4466997.3593)",IN000241,Eaton Police Dept,211 W Harris St,Eaton,47338-9435, , ,1442, ,{ED2120EE-ABB6-46AB-B1E9-CF507C2A1742},639573.5677,4466997.3593
"POINT (649935.6377 4462529.552)",IN000242,Albany Police Dept,212 E State St,Albany,47320-1235, , ,1442, ,{AF78F6EE-D6B7-40E2-A998-39F5C9D9212A},649935.6377,4462529.552
"POINT (662793.6919 4581254.509)",IN000248,De Kalb County Sheriff,215 E 8th St,Auburn,46706-2393, , ,1442, ,{7A646D50-77DB-4E1C-95D6-15558DE1059A},662793.6919,4581254.509
"POINT (489658.5915 4215010.6997)",CO743047,Tennyson Town Marshall,112 N Main,Tennyson,47637, , ,1442,CountyApproved,{F736FAE5-8E40-4807-8F91-8EFB580C85AD},489658.5915,4215010.6997
"POINT (478195.1935 4210324.4171)",CO743041,Warrick County Sheriff Dept,100 W State Route 62,Boonville,47601-9196, , ,1442,CountyApproved,{0CE020F1-50D7-4D05-ABBA-B908FBA92366},478195.1935,4210324.4171
"POINT (604468.3278 4491887.6053)",IN798795,Sweetser Police Dept,113 N Main St,Sweetser,46987-0000, , ,250, ,{A5B76478-5E5B-4D58-B72E-8084918D6A58},604468.3278,4491887.6053
"POINT (671372.2251 4477702.3326)",IN000261,Sheriff Dept & Jail,224 W Water St,Portland,47371-2131, , ,1442, ,{44571C92-84D2-4396-B801-5190D122C4E2},671372.2251,4477702.3326
"POINT (468084.8015 4211056.7193)",CO743044,Chandler Police Dept,417 E Jefferson Ave,Chandler,47610-9763, , ,1442,CountyApproved,{87BEB671-94E4-4311-BAF8-184E6788A88B},468084.8015,4211056.7193
"POINT (475958.6055 4211272.7021)",CO743042,Boonville Police Dept,121 E Locust St,Boonville,47601-1837, , ,1442,CountyApproved,{8646039C-BEE7-4025-B86E-967E5F5253C4},475958.6055,4211272.7021
"POINT (534304.3808 4474118.0726)",IN000266,Rossville Police Dept,23 W Main St,Rossville,46065-9459, , ,1442, ,{AEAE4154-B148-40F6-8AA2-949CCD11152E},534304.3808,4474118.0726
"POINT (644921.6768 4589307.4576)",IN000271,Kendallville Police Dept,234 S Main St,Kendallville,46755-1718, , ,1442, ,{C409E31A-7639-4EE4-8E6D-D4E66832C5B7},644921.6768,4589307.4576
"POINT (473908.5752 4227811.4336)",CO743046,Lynnville Town Marshall,207 N Main St,Lynnville,47619, , ,1442,CountyApproved,{0FAEDC93-298C-4910-BA73-C5B867860E61},473908.5752,4227811.4336
"POINT (656464.3888 4408737.3646)",CO714060,Cambridge City Police Dept,127 N Foote St,Cambridge City,47327-1144, , ,1442,County Approved,{3375323A-1C1E-4634-B0EE-98BC91CE7C1E},656464.3888,4408737.3646
"POINT (671638.1762 4409462.2926)",CO714061,Centerville Police Dept,204 E Main St,Centerville,47330-1208, , ,1442,County Approved,{05017FF0-FDBA-4051-9AF0-28A9481FAEF1},671638.1762,4409462.2926
"POINT (512496.4596 4621344.4017)",IN000275,Long Beach Police Dept,2400 Oriole Trl,Michigan City,46360-1688, , ,1442, ,{ED894584-79EC-488B-B2DF-FDEE5F0A3C23},512496.4596,4621344.4017
"POINT (572804.2518 4406088.5779)",IN000276,Unity Park Police Dept,2420 Central Ave,Indianapolis,46205-4329, , ,1442, ,{8FFDA03A-66A1-4D5E-B654-43458EC7CD37},572804.2518,4406088.5779
"POINT (602053.6868 4423554.8426)",IN000277,Ingalls Police Dept,247 N Meridian St,Ingalls,46048-0000, , ,1442, ,{A3F579BD-E246-4EDA-95C8-A84EC6806136},602053.6868,4423554.8426
"POINT (510138.793 4477346.4403)",IN000281,Tippecanoe County Sheriff,2640 Duncan Rd,Lafayette,47904-1076, , ,1442, ,{6EFE0A3F-3B18-47A4-93F8-753E5EA99E24},510138.793,4477346.4403
"POINT (656891.6448 4468321.7863)",IN000285,Redkey Police Dept,28 S Oak,Redkey,47373-0000, , ,1442, ,{C678907D-43B6-4C4D-B099-CA7F0FE57AD4},656891.6448,4468321.7863
"POINT (680059.7583 4411011.8198)",CO714065,Richmond Police Dept,50 N 5th St,Richmond,47374-4247, , ,1442,County Approved,{2A702E5E-F94A-4514-92EA-CA4F0CB99809},680059.7583,4411011.8198
"POINT (574450.6064 4424344.0562)",IN000289,Carmel Police Dept,3 Civic Sq,Carmel,46032-2584, , ,1442, ,{BA5E98FC-EB51-43B4-8EAD-18E18DEBA170},574450.6064,4424344.0562
"POINT (508678.4967 4432269.5037)",IN000291,Crawfordsville Police Dept,300 E Pike St # 5,Crawfordsville,47933-2537, , ,1442, ,{B7C2A00E-0104-4D82-B5C8-D3188C209B23},508678.4967,4432269.5037
"POINT (637245.4731 4450700.5143)",IN000293,Muncie Police Chief's Office,300 N High St # 215,Muncie,47305-1639, , ,1442, ,{1F615956-A74E-4130-939E-5CE90D71149F},637245.4731,4450700.5143
"POINT (637245.4731 4450700.5143)",IN000294,Muncie Police-Victim Advocate,300 N High St Fl 2,Muncie,47305-1639, , ,1442, ,{A6065E52-3A9F-466C-96E3-C8635FD8D64C},637245.4731,4450700.5143
"POINT (637245.4731 4450700.5143)",IN000295,Muncie Police DEPT-Dare,300 N High St,Muncie,47305-1639, , ,1442, ,{3944BD46-D9C1-4BEE-8C70-A9437ABB9974},637245.4731,4450700.5143
"POINT (665437.0358 4588658.0979)",IN000296,Waterloo Police Dept,300 N Wayne St,Waterloo,46793-0000, , ,1442, ,{3201861A-A321-4DBC-A79F-09C30A7BD406},665437.0358,4588658.0979
"POINT (507970.403 4618581.2077)",IN000299,La Porte County Sheriff-Civil,300 Washington St # 112,Michigan City,46360-3311, , ,1442, ,{8DA58677-66AF-44EF-93D5-E4D10B935D4E},507970.403,4618581.2077
"POINT (677743.7343 4424892.546)",CO714063,Fountain City Police Dept,312 W Main St,Fountain City,47341-0000, , ,1442,County Approved,{AD67FC43-E64A-4A63-834B-15C5C6855B79},677743.7343,4424892.546
"POINT (679962.2762 4410824.053)",CO714062,Wayne County Criminal Court,301 E Main St,Richmond,47374-4200, , ,1442,County Approved,{A816F4AD-3BD7-4C3E-8D3E-6C92675421D1},679962.2762,4410824.053
"POINT (598562.2051 4619540.4407)",IN000301,Bristol Police Dept,301 E Vistula St,Bristol,46507-9489, , ,1442, ,{7F6DFC54-A70B-4F45-BD23-E13A7D7151C2},598562.2051,4619540.4407
"POINT (541693.499 4458906.2062)",IN000303,Clinton County Sheriff,301 E Walnut St,Frankfort,46041-2419, , ,1442, ,{04F5DC9E-DCE9-49E3-832B-6B3BB3EA9970},541693.499,4458906.2062
"POINT (583232.9659 4588290.8309)",IN000308,Nappanee Police Dept,301 W Lincoln St,Nappanee,46550-1950, , ,1442, ,{B9492291-EA49-4645-9A0A-084D97FF0AC6},583232.9659,4588290.8309
"POINT (635421.0426 4450683.1343)",IN000313,Ball State University Police,305 N College Ave,Muncie,47303-3401, , ,1442, ,{75E4C2E0-44C9-4F40-8DE5-00B83B294CC6},635421.0426,4450683.1343
"POINT (657188.9551 4419551.3161)",CO714064,Hagerstown Police Dept,49 E College St,Hagerstown,47346-1201, , ,1442,County Approved,{4AE0D1CD-86E2-4C36-9CD5-1C007485DE97},657188.9551,4419551.3161
"POINT (679942.0233 4410811.3599)",CO714066,Wayne County Sheriff,89 S 3rd St,Richmond,47374-4246, , ,1442,County Approved,{376C16D9-639B-41F2-859A-5D7029E5E1F7},679942.0233,4410811.3599
"POINT (636867.2126 4450288.3639)",IN000317,Muncie Police Dept,310 S Council St,Muncie,47305-2201, , ,1442, ,{24538BE8-F4B9-44D0-AC92-E517E48F279C},636867.2126,4450288.3639
"POINT (527376.7491 4492753.3889)",IN000318,Carroll County Sheriff,310 W Main St,Delphi,46923-1400, , ,1442, ,{CADAB235-2B4A-498F-B9D6-70559766E9A1},527376.7491,4492753.3889
"POINT (472899.6014 4496368.8739)",IN000320,Fowler Police Dept,311 E 5th St,Fowler,47944-1446, , ,1442, ,{D77081A6-6260-4EB6-87FA-86CF48BBA80C},472899.6014,4496368.8739
"POINT (675237.9385 4521680.8906)",IN000326,Adams County Sheriff's Dept,313 S 1st St,Decatur,46733-2022, , ,1442, ,{91F384D4-560B-46D3-B4D9-08FEC9AF2DE5},675237.9385,4521680.8906
"POINT (585405.3452 4615282.8917)",IN000327,Elkhart County Sheriff's Ofc,315 S 2nd St,Elkhart,46516-3138, , ,1442, ,{1872CCB4-C3D3-468C-A1BE-1F7A851EE9A6},585405.3452,4615282.8917
"POINT (657973.0719 4405756.8278)",CO714067,MILTON POLICE DEPT,113 E MAIN ST,MILTON,47357, , ,1442,County Approved,{B93EB2BF-6525-4846-A98F-39AB2F2765E5},657973.0719,4405756.8278
"POINT (653361.6819 4408449.1749)",CO714068,DUBLIN POLICE DEPT.,2250 E CUMBERLAND ST,DUBLIN,47335, , ,1442,County Approved,{03B4BC32-FC43-42E1-83FE-A18240A481CD},653361.6819,4408449.1749
"POINT (667266.2299 4417646.6822)",CO714069,GREENS FORK POLICE DEPT,12 S WATER ST,GREENS FORK,47345, , ,1442,County Approved,{F7F8CBDC-CAE9-48FA-930D-4E37387BF71D},667266.2299,4417646.6822
"POINT (647381.3499 4450433.9581)",IN000329,Selma Police Dept,316 S Albany,Selma,47383-0000, , ,1442, ,{5074B4C3-3D08-4088-80D9-F12FAA5148CF},647381.3499,4450433.9581
"POINT (671497.0924 4478068.3824)",IN000331,Portland Police Dept,319 N Meridian St,Portland,47371-1905, , ,1442, ,{89F973D6-289F-4FC2-9635-B3889C4C605A},671497.0924,4478068.3824
"POINT (581683.061 4407666.6286)",IN000332,Marion County Sheriff Academy,3229 N Shadeland Ave,Indianapolis,46226-6234, , ,1442, ,{5619E8A2-535B-42C3-93D9-378CAF7AB4BA},581683.061,4407666.6286
"POINT (632941.3966 4504702.3979)",IN798804,Warren Police Dept,108 E 2nd,Warren,46792-0000, , ,1442, ,{F22B61E9-3260-49B7-85CF-C4A21EFACAB1},632941.3966,4504702.3979
"POINT (578443.1257 4396687.052)",IN000335,Beech Grove Police Dept,340 Churchman Ave,Beech Grove,46107-2006, , ,1442, ,{799A334B-7FEB-4259-8885-902550E1E2BB},578443.1257,4396687.052
"POINT (607606.7335 4439783.2116)",IN000336,Edgewood Police Dept,3405 Nichol Ave,Anderson,46011-3060, , ,1442, ,{08900E64-BFAB-47DD-9C10-8607D51E710B},607606.7335,4439783.2116
"POINT (638798.6175 4454034.5326)",IN000340,Muncie Police Dept-Cop Shop,3500 N Broadway Ave,Muncie,47303-1309, , ,1442, ,{CF3DDBAF-63AA-438C-B001-DD179A12C0DA},638798.6175,4454034.5326
"POINT (615814.0895 4584572.6777)",IN000341,Cromwell Police Dept,353 Baker St,Cromwell,46732-0000, , ,1442, ,{C2C6D5E7-A2D3-46B5-A138-63D09B75D1E8},615814.0895,4584572.6777
"POINT (578259.8566 4273368.5713)",IN000348,Salem Police Dept,38 Public Sq,Salem,47167-2036, , ,1442, ,{53059103-DB97-4033-81DE-773980D99756},578259.8566,4273368.5713
"POINT (630161.221 4354769.584)",CO755996,Decatur County Sheriff Department,315 S Ireland St,Greensburg,47240-1548, ,812-663-8125,700,CountyApproved,{4804DA21-82A2-48B1-B864-A8DA383225F7},630161.221,4354769.584
"POINT (572040.2308 4401840.121)",IN000349,World Police & Fire Games,39 Jackson Pl # 300,Indianapolis,46225-1011, , ,1442, ,{128E7470-571B-4651-B949-7C8114FBB67F},572040.2308,4401840.121
"POINT (565004.9595 4340013.555)",IN000350,Brown County Sheriff,39 N Van Buren,Nashville,47448-0000, , ,1442, ,{DF802927-CD24-45DF-95E6-9B7F8E2CE677},565004.9595,4340013.555
"POINT (673972.3536 4599982.0949)",IN000351,Hamilton Police Dept,3930 E Church St,Hamilton,46742-0000, , ,1442, ,{306B4325-5AE6-4587-BE52-D4728AB4710A},673972.3536,4599982.0949
"POINT (583777.7176 4424040.1986)",IN000352,Fishers Police Dept Adm,4 Municipal Dr,Fishers,46038-1574, , ,1442, ,{278F1A2D-10CF-48C8-B2AF-3B268F5CC0FF},583777.7176,4424040.1986
"POINT (572575.9153 4402171.5035)",IN000353,Indianapolis Crime Lab,40 S Alabama St,Indianapolis,46204-3635, , ,1442, ,{1907A680-67DC-4E12-A667-6E1C214DE9BE},572575.9153,4402171.5035
"POINT (508010.6677 4432943.5968)",IN000362,Montgomery County Sheriff,412 Covington St,Crawfordsville,47933-1334, , ,1442, ,{1A7928ED-0E4E-4953-8269-BB1591DBB16E},508010.6677,4432943.5968
"POINT (608100.5772 4615588.063)",IN000367,Middlebury Police Dept,418 N Main St,Middlebury,46540-9216, , ,1442, ,{CEC2776C-42AE-4A68-8638-143B032D5D49},608100.5772,4615588.063
"POINT (573154.7497 4409548.4281)",IN000368,Police Dept,4209 N College Ave,Indianapolis,46205-1929, , ,1442, ,{036786C7-DE5B-4701-BADE-61ACD7B79B57},573154.7497,4409548.4281
"POINT (583422.8959 4410299.5046)",IN000371,Lawrence Police Dept,4455 Mccoy St,Lawrence,46226-3980, , ,1442, ,{D4763DAE-C883-48A0-8119-7BC66A3F6C0E},583422.8959,4410299.5046
"POINT (573946.8249 4394300.4311)",IN000378,Homecroft Police Dept,4820 Madison Ave,Indianapolis,46227-4152, , ,1442, ,{8DF8D017-D1F0-485C-94D6-D39223F8134E},573946.8249,4394300.4311
"POINT (572578.9437 4402394.6379)",IN000383,Indianapolis Police Dept,50 N Alabama St # E221,Indianapolis,46204-5305, , ,1442, ,{3A3B9ABE-7628-4FAB-B5EB-DB53FF66482B},572578.9437,4402394.6379
"POINT (630713.9776 4355070.8136)",CO755993,Decatur County Jail,119 E Railroad St,Greensburg,47240-2035, ,812-663-8125,1442,CountyApproved,{7337159C-FC92-495F-89E7-1E17F6719C6B},630713.9776,4355070.8136
"POINT (566399.239 4442947.8325)",IN000389,Sheridan Police Dept,506 S Main St,Sheridan,46069-1337, , ,1442, ,{5A1DE906-53C2-4527-8802-D0B41BD41F84},566399.239,4442947.8325
"POINT (654465.793 4527447.9945)",IN000390,Ossian City Police Dept,507 N Jefferson St,Ossian,46777-9763, , ,1442, ,{C393C5FA-6B96-405F-9B5A-3614478F2733},654465.793,4527447.9945
"POINT (674797.2237 4522547.9732)",IN000394,Police Dept,521 N 3rd St,Decatur,46733-1344, , ,1442, ,{A0CB3B88-5C7E-44BC-8822-CB85A8D4AD11},674797.2237,4522547.9732
"POINT (593314.7433 4339556.2742)",IN000397,Bartholomew County Fire Dept,543 2nd St,Columbus,47201-6713, , ,1442, ,{14693D5F-BE09-4EBD-9C19-882AF6F6D43A},593314.7433,4339556.2742
"POINT (551649.6405 4410507.438)",IN000399,Brownsburg Police Dept,55 E Main St,Brownsburg,46112-1213, , ,1442, ,{0E29064B-F56B-4101-A3EC-A97E067EFAD3},551649.6405,4410507.438
"POINT (568189.7808 4403085.8323)",IN000401,Indianapolis Police Dept,551 King Ave,Indianapolis,46222-3716, , ,1442, ,{9CD53225-0D66-4086-9AA1-A0C245B48802},568189.7808,4403085.8323
"POINT (593058.7259 4417316.4238)",IN000402,Mc Cordsvills Police Dept,5759 W Pendleton Pike,Mc Cordsville,46055-9592, , ,1442, ,{22A89B80-0FDB-4876-868E-060BFC7814CC},593058.7259,4417316.4238
"POINT (630598.5419 4355065.5466)",CO755992,Greensburg Police Dept,107 S Broadway St,Greensburg,47240-2004, ,812-663-3131,1442,CountyApproved,{169DA335-A464-4500-BAE1-19E7E09994CC},630598.5419,4355065.5466
"POINT (508263.2176 4431322.2869)",IN000405,Indiana State Police,5921 State Rd 43,Crawfordsville,47933-0000, , ,1442, ,{80D834BB-1CED-443B-B436-641A4F84ADDB},508263.2176,4431322.2869
"POINT (597827.7515 4603148.9488)",IN000408,Elkhart County Sheriff Dept,600 E Jackson St,Goshen,46526-4001, , ,1442, ,{423DFEE8-1E9C-4CC8-A228-C656D8552652},597827.7515,4603148.9488
"POINT (507110.0178 4477906.8274)",IN000412,West Lafayette Police Dept,609 W Navajo St # A,West Lafayette,47906-1997, , ,1442, ,{512ED4AF-4AB8-4294-91C3-9BD17428562D},507110.0178,4477906.8274
"POINT (671797.1919 4621955.37)",IN000413,Fremont Police Dept,6105 N Tolford St,Fremont,46737-0000, , ,1442, ,{FEA879D4-6B8B-4AF8-B50A-B8AC93794EB7},671797.1919,4621955.37
"POINT (637863.129 4450496.3464)",IN000414,Muncie Police Dept-Cop Shop,616 E Main St,Muncie,47305-2509, , ,1442, ,{8034437D-EF8C-4F31-9B7E-FDBDFE3D8F0A},637863.129,4450496.3464
"POINT (637435.226 4450005.5344)",IN000416,Police Horse Barn,620 S Mulberry St,Muncie,47305-2447, , ,1442, ,{15267F76-A7E3-4067-9FD1-5101BA2DB577},637435.226,4450005.5344
"POINT (623192.6459 4337203.1887)",CO755994,Westport Police Department,207 Johnson Ave,Westport,47283-0000, , ,1442,CountyApproved,{F322E2B7-A95F-476B-B9DE-17F1C129D0BF},623192.6459,4337203.1887
"POINT (519413.9899 4469298.4426)",IN000420,Dayton Police Department,6531 State Road 38 E,Lafayette,47905-7904, , ,1442, ,{CE46DEB1-20A7-4051-A455-D4793D3787B7},519413.9899,4469298.4426
"POINT (549070.5775 4401465.7029)",IN000421,Avon Police Dept,6570 E Us Highway 36,Avon,46123-9178, , ,1442, ,{6731A9A6-2A34-4995-A94B-5C0D3942B343},549070.5775,4401465.7029
"POINT (575389.2814 4391043.3487)",IN000423,Southport Police Dept,6901 Derbyshire Rd,Indianapolis,46227-5133, , ,1442, ,{55CCD3C0-10DA-4864-846D-18EF1E717E38},575389.2814,4391043.3487
"POINT (583927.9548 4442887.6009)",IN000425,Cicero Police Dept,70 S Byron St,Cicero,46034-0000, , ,1442, ,{76024604-8269-4C03-9647-02DC8CF03C91},583927.9548,4442887.6009
"POINT (612562.9514 4440622.3497)",IN000426,Anderson Police Traffic Div,700 Meridian Plz,Anderson,46016-1521, , ,1442, ,{B6EF38DB-9FB8-4729-B3CF-6A4A85D2C88B},612562.9514,4440622.3497
"POINT (612562.2754 4440667.8586)",IN000427,Anderson Police Detective Div,700 Meridian St,Anderson,46016-1521, , ,1442, ,{C9D85E03-A4BC-493B-AB5A-7ADC6B91528B},612562.2754,4440667.8586
"POINT (547619.213 4279535.8286)",CO659988,Orleans Police Dept,148 N Maple St,Orleans,47452-1424, ,812-865-2222,1442, ,{C69DAA00-4A70-4556-8153-29C03EF760EA},547619.213,4279535.8286
"POINT (606030.1039 4351211.2967)",IN000434,Hope Police Dept,711 Harrison St,Hope,47246-1013, , ,1442, ,{409F7D47-BB90-4062-B7F9-9D03759BAF1F},606030.1039,4351211.2967
"POINT (598917.3335 4421128.9454)",IN000435,Fortville Police Dept,714 E Broadway St,Fortville,46040-1550, , ,1442, ,{3DCB3DEA-89B9-4CD5-98D9-51F075F54D5F},598917.3335,4421128.9454
"POINT (656261.6929 4549311.7379)",IN000436,Allen County Sheriff-Civil Div,715 S Calhoun St # 100,Fort Wayne,46802-1816, , ,1442, ,{0F08A3A6-5C5A-4EB2-95CD-13A3E6EA6659},656261.6929,4549311.7379
"POINT (656261.6929 4549311.7379)",IN000437,Allen County Sheriff's Dept,715 S Calhoun St # 102,Fort Wayne,46802-1816, , ,1442, ,{E45E5EA2-36FE-43BD-8D25-8BE5AA54DB92},656261.6929,4549311.7379
"POINT (656261.6929 4549311.7379)",IN000438,Allen County Sheriff-Warrants,715 S Calhoun St,Fort Wayne,46802-1816, , ,1442, ,{E5EAA8DA-21A7-4453-9660-E92563677AA3},656261.6929,4549311.7379
"POINT (612761.1374 4440651.9413)",IN000439,Madison County Sheriff,720 Central Ave,Anderson,46016-1548, , ,1442, ,{589FAE65-F1A8-4A6E-8B5D-3B3BD43D376F},612761.1374,4440651.9413
"POINT (658749.3731 4541936.8331)",IN000445,Fort Wayne Police Schl Safety,7800 S Anthony Blvd,Fort Wayne,46816-2598, , ,1442, ,{2D47ADEE-0D94-46E8-ABA6-EF535FB486EB},658749.3731,4541936.8331
"POINT (522692.74 4196117.1182)",CO642845,Perry County Sheriff,119 S 7th St,Cannelton,47520-1209, , ,1442, ,{2D19EA29-C809-4BA9-9E3C-DD5B1F5EA505},522692.74,4196117.1182
"POINT (545478.2088 4412821.2992)",IN000449,Pittsboro Town Marshall,80 N Meridian St,Pittsboro,46167-0000, , ,1442, ,{2AE4DD2C-D563-4165-A834-A116576D084C},545478.2088,4412821.2992
"POINT (579224.7147 4272490.2542)",IN000452,Washington County Sheriff,801 Jackson St,Salem,47167-1218, , ,1442, ,{3302950C-E739-42FA-B121-F3A49DBBC1ED},579224.7147,4272490.2542
"POINT (523289.1531 4606519.7209)",IN000453,La Porte Police Dept,801 Michigan Ave,La Porte,46350-3568, , ,1442, ,{2B7DB097-E27F-4E3E-AE46-C47C7A8E7D9A},523289.1531,4606519.7209
"POINT (622949.2865 4441287.8066)",IN000455,Daleville-Salem Police Dept,8019 S Walnut St,Daleville,47334-0000, , ,1442, ,{828FF6EE-279E-4280-8B29-0F7B909AF634},622949.2865,4441287.8066
"POINT (523141.0881 4606701.3199)",IN000456,La Porte County Police-Sheriff,809 State St # 10,La Porte,46350-3390, , ,1442, ,{AC88DE4E-CC52-48CF-9C44-8B77013BA455},523141.0881,4606701.3199
